Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2020
02648;Ribemont;1914
02649;Rocourt-Saint-Martin;309
02650;Rocquigny;359
02651;Rogécourt;106
02652;Rogny;103
02653;Romeny-sur-Marne;498
02654;Romery;83
02655;Ronchères;146
02656;Roucy;394
02657;Rougeries;234
02658;Roupy;239
02659;Rouvroy;505
02660;Rouvroy-sur-Serre;37
02661;Royaucourt-et-Chailvet;245
02662;Rozet-Saint-Albin;328
02663;Rozières-sur-Crise;225
02664;Rozoy-Bellevalle;122
02665;Grand-Rozoy;299
02666;Rozoy-sur-Serre;975
02667;Saconin-et-Breuil;201
02668;Sains-Richaumont;1018
02670;Saint-Algis;150
02671;Saint-Aubin;283
02672;Saint-Bandry;254
02673;Saint-Christophe-à-Berry;442
02674;Saint-Clément;49
02675;Sainte-Croix;134
02676;Saint-Erme-Outre-et-Ramecourt;1711
02677;Saint-Eugène;238
02678;Sainte-Geneviève;67
02679;Saint-Gengoulph;151
02680;Saint-Gobain;2304
02681;Saint-Gobert;280
02682;Saint-Mard;115
02683;Saint-Martin-Rivière;108
02684;Saint-Michel;3279
02685;Saint-Nicolas-aux-Bois;121
02686;Saint-Paul-aux-Bois;368
02687;Saint-Pierre-Aigle;335
02688;Saint-Pierre-lès-Franqueville;45
02689;Saint-Pierremont;41
02690;Sainte-Preuve;76
02691;Saint-Quentin;53100
02693;Saint-Rémy-Blanzy;223
02694;Saint-Simon;627
02696;Saint-Thomas;74
02697;Samoussy;383
02698;Sancy-les-Cheminots;102
02699;Saponay;276
02701;Saulchery;704
02702;Savy;605
02703;Seboncourt;1082
02704;Selens;234
02705;La Selve;206
02706;Septmonts;568
02707;Septvaux;179
02708;Sequehart;214
02709;Serain;406
02710;Seraucourt-le-Grand;729
02711;Serches;285
02712;Sergy;141
02713;Seringes-et-Nesles;267
02714;Sermoise;361
02715;Serval;42
02716;Servais;290
02717;Séry-lès-Mézières;597
02718;Silly-la-Poterie;118
02719;Sinceny;2013
02720;Sissonne;2062
02721;Sissy;475
02722;Soissons;28888
02723;Soize;97
02724;Sommelans;61
02725;Sommeron;137
02726;Sommette-Eaucourt;175
02727;Sons-et-Ronchères;211
02728;Sorbais;260
02729;Soucy;79
02730;Soupir;265
02731;Le Sourd;173
02732;Surfontaine;104
02734;Taillefontaine;272
02735;Tannières;17
02736;Tartiers;166
02737;Tavaux-et-Pontséricourt;552
02738;Tergnier;13504
02739;Terny-Sorny;336
02740;Thenailles;221
02741;Thenelles;540
02742;Thiernu;117
02743;Le Thuel;156
02744;Torcy-en-Valois;70
02745;Toulis-et-Attencourt;117
02746;Travecy;658
02747;Trefcon;84
02748;Trélou-sur-Marne;934
02749;Troësnes;216
02750;Trosly-Loire;568
02751;Trucy;143
02752;Tugny-et-Pont;284
02753;Tupigny;327
02754;Ugny-le-Gay;186
02755;Urcel;571
02756;Urvillers;689
02757;Vadencourt;521
02758;Vailly-sur-Aisne;2017
02759;La Vallée-au-Blé;366
02760;La Vallée-Mulâtre;138
02761;Variscourt;211
02762;Vassens;150
02763;Vasseny;219
02764;Vassogne;90
02765;Vaucelles-et-Beffecourt;237
02766;Vaudesson;236
02767;Vauxrezis;321
02768;Vauxaillon;530
02769;Vaux-Andigny;906
02770;Vauxbuin;785
02772;Vaux-en-Vermandois;154
02773;Vauxtin;39
02774;Vendelles;119
02775;Vendeuil;929
02776;Vendhuile;561
02777;Vendières;137
02778;Vendresse-Beaulne;94
02779;Vénérolles;220
02780;Venizel;1363
02781;Verdilly;451
02782;Le Verguier;221
02783;Grand-Verly;137
02784;Petit-Verly;144
02785;Vermand;1101
02786;Verneuil-sous-Coucy;126
02787;Verneuil-sur-Serre;260
02788;Versigny;462
02789;Vervins;2600
02790;Vesles-et-Caumont;239
02791;Veslud;261
02792;Veuilly-la-Poterie;156
02793;Vézaponin;116
02794;Vézilly;187
02795;Vic-sur-Aisne;1604
02796;Vichel-Nanteuil;86
02797;Viel-Arcy;172
02798;Viels-Maisons;1214
02799;Vierzy;400
02800;Viffort;313
02801;Vigneux-Hocquet;270
02802;La Ville-aux-Bois-lès-Dizy;208
02803;La Ville-aux-Bois-lès-Pontavert;145
02804;Villemontoire;191
02805;Villeneuve-Saint-Germain;2549
02806;Villeneuve-sur-Fère;300
02807;Villequier-Aumont;661
02808;Villeret;282
02809;Villers-Agron-Aiguizy;68
02810;Villers-Cotterêts;10392
02812;Villers-Hélon;203
02813;Villers-le-Sec;245
02814;Villers-lès-Guise;161
02815;Villers-Saint-Christophe;427
02816;Villers-sur-Fère;535
02817;Ville-Savoye;82
02818;Villiers-Saint-Denis;1161
02819;Vincy-Reuil-et-Magny;111
02820;Viry-Noureuil;1688
02821;Vivaise;674
02822;Vivières;397
02823;Voharies;75
02824;Vorges;374
02826;Voulpaix;348
02827;Voyenne;306
02828;Vregny;92
02829;Vuillery;41
02830;Wassigny;959
02831;Watigny;378
02832;Wiège-Faty;186
02833;Wimy;493
02834;Wissignicourt;173
03001;Abrest;2899
03002;Agonges;309
03003;Ainay-le-Château;983
03004;Andelaroche;241
03005;Archignat;337
03006;Arfeuilles;629
03007;Arpheuilles-Saint-Priest;356
03008;Arronnes;376
03009;Aubigny;136
03010;Audes;419
03011;Aurouër;425
03012;Autry-Issards;316
03013;Avermes;4012
03014;Avrilly;136
03015;Bagneux;331
03016;Barberier;142
03017;Barrais-Bussolles;187
03018;Bayet;680
03019;Beaulon;1628
03020;Beaune-d'Allier;292
03021;Bègues;222
03022;Bellenaves;985
03023;Bellerive-sur-Allier;8844
03024;Bert;234
03025;Bessay-sur-Allier;1347
03026;Besson;761
03027;Bézenet;920
03028;Billezois;362
03029;Billy;796
03030;Biozat;879
03031;Bizeneuille;293
03032;Blomard;243
03033;Bost;181
03034;Boucé;493
03035;Le Bouchaud;206
03036;Bourbon-l'Archambault;2566
03037;Braize;260
03038;Bransat;526
03039;Bresnay;384
03040;Bressolles;1132
03041;Le Brethon;321
03042;Le Breuil;531
03043;Broût-Vernet;1191
03044;Brugheas;1531
03045;Busset;833
03046;Buxières-les-Mines;1010
03047;La Celle;405
03048;Cérilly;1305
03049;Cesset;427
03050;La Chabanne;177
03051;Chambérat;294
03052;Chamblet;1090
03053;Chantelle;1105
03054;Chapeau;237
03055;La Chapelaude;945
03056;La Chapelle;388
03057;La Chapelle-aux-Chasses;196
03058;Chappes;240
03059;Chareil-Cintrat;367
03060;Charmeil;1039
03061;Charmes;387
03062;Charroux;346
03063;Chassenard;1030
03064;Château-sur-Allier;175
03065;Châtel-de-Neuvre;546
03066;Châtel-Montagne;321
03067;Châtelperron;134
03068;Châtelus;103
03069;Châtillon;311
03070;Chavenon;135
03071;Chavroches;250
03072;Chazemais;495
03073;Chemilly;621
03074;Chevagnes;648
03075;Chezelle;164
03076;Chézy;219
03077;Chirat-l'Église;128
03078;Chouvigny;229
03079;Cindré;296
03080;Cognat-Lyonne;702
03081;Colombier;323
03082;Commentry;6100
03083;Contigny;575
03084;Cosne-d'Allier;2031
03085;Coulandon;641
03086;Coulanges;305
03087;Couleuvre;597
03088;Courçais;316
03089;Coutansouze;154
03090;Couzon;307
03091;Créchy;436
03092;Cressanges;629
03093;Creuzier-le-Neuf;1219
03094;Creuzier-le-Vieux;3283
03095;Cusset;12677
03096;Deneuille-lès-Chantelle;89
03097;Deneuille-les-Mines;359
03098;Désertines;4465
03099;Deux-Chaises;388
03100;Diou;1373
03101;Domérat;8698
03102;Dompierre-sur-Besbre;3010
03103;Le Donjon;1046
03104;Doyet;1167
03105;Droiturier;360
03106;Durdat-Larequille;1317
03107;Ébreuil;1269
03108;Échassières;373
03109;Escurolles;788
03110;Espinasse-Vozelle;977
03111;Estivareilles;1117
03112;Étroussat;665
03113;Ferrières-sur-Sichon;527
03114;La Ferté-Hauterive;271
03115;Fleuriel;344
03116;Fourilles;188
03117;Franchesse;479
03118;Gannat;5815
03119;Gannay-sur-Loire;414
03120;Garnat-sur-Engièvre;711
03121;Gennetines;636
03122;Gipcy;235
03124;Gouise;219
03125;La Guillermie;122
03126;Hauterive;1176
03127;Hérisson;601
03128;Huriel;2632
03129;Hyds;308
03130;Isle-et-Bardais;280
03131;Isserpent;553
03132;Jaligny-sur-Besbre;554
03133;Jenzat;524
03134;Laféline;193
03135;Lalizolle;412
03136;Lamaids;225
03137;Langy;270
03138;Lapalisse;3137
03139;Laprugne;314
03140;Lavault-Sainte-Anne;1147
03141;Lavoine;149
03142;Lenax;242
03143;Lételon;91
03144;Liernolles;210
03145;Lignerolles;743
03146;Limoise;168
03147;Loddes;167
03148;Loriges;348
03149;Louchy-Montfand;429
03150;Louroux-Bourbonnais;202
03151;Louroux-de-Beaune;157
03152;Louroux-de-Bouble;230
03154;Luneau;273
03155;Lurcy-Lévis;1881
03156;Lusigny;1670
03157;Magnet;1035
03158;Haut-Bocage;860
03159;Malicorne;776
03160;Marcenat;412
03161;Marcillat-en-Combraille;902
03162;Marigny;201
03163;Mariol;729
03164;Le Mayet-d'École;283
03165;Le Mayet-de-Montagne;1386
03166;Mazerier;308
03167;Mazirat;287
03168;Meaulne-Vitray;908
03169;Meillard;323
03170;Meillers;125
03171;Mercy;243
03172;Mesples;122
03173;Molinet;1144
03174;Molles;924
03175;Monestier;277
03176;Monétay-sur-Allier;542
03177;Monétay-sur-Loire;247
03178;Montaiguët-en-Forez;290
03179;Montaigu-le-Blin;298
03180;Montbeugny;654
03181;Montcombroux-les-Mines;295
03182;Monteignet-sur-l'Andelot;262
03183;Le Montet;469
03184;Montilly;504
03185;Montluçon;33822
03186;Montmarault;1523
03187;Montoldre;625
03188;Montord;216
03189;Montvicq;709
03190;Moulins;19444
03191;Murat;272
03192;Nades;150
03193;Nassigny;191
03194;Naves;125
03195;Néris-les-Bains;2588
03196;Neuilly-en-Donjon;213
03197;Neuilly-le-Réal;1452
03198;Neure;192
03200;Neuvy;1493
03201;Nizerolles;301
03202;Noyant-d'Allier;593
03203;Paray-le-Frésil;385
03204;Paray-sous-Briailles;618
03205;Périgny;438
03206;La Petite-Marche;162
03207;Pierrefitte-sur-Loire;514
03208;Le Pin;425
03209;Poëzat;151
03210;Pouzy-Mésangy;394
03211;Prémilhat;2506
03212;Quinssaines;1527
03213;Reugny;253
03214;Rocles;365
03215;Rongères;543
03216;Ronnet;173
03217;Saint-Angel;761
03218;Saint-Aubin-le-Monial;270
03219;Saint-Bonnet-de-Four;215
03220;Saint-Bonnet-de-Rochefort;717
03221;Saint-Bonnet-Tronçais;732
03222;Saint-Caprais;89
03223;Saint-Christophe;437
03224;Saint-Clément;285
03225;Saint-Désiré;441
03226;Saint-Didier-en-Donjon;248
03227;Saint-Didier-la-Forêt;374
03228;Saint-Éloy-d'Allier;44
03229;Saint-Ennemond;605
03230;Saint-Étienne-de-Vicq;526
03231;Saint-Fargeol;188
03232;Saint-Félix;298
03233;Saint-Genest;389
03234;Saint-Gérand-de-Vaux;368
03235;Saint-Gérand-le-Puy;964
03236;Saint-Germain-des-Fossés;3653
03237;Saint-Germain-de-Salles;426
03238;Saint-Hilaire;522
03239;Saint-Léger-sur-Vouzance;263
03240;Saint-Léon;539
03241;Saint-Léopardin-d'Augy;368
03242;Saint-Loup;565
03243;Saint-Marcel-en-Murat;124
03244;Saint-Marcel-en-Marcillat;127
03245;Saint-Martin-des-Lais;124
03246;Saint-Martinien;592
03247;Saint-Menoux;1119
03248;Saint-Nicolas-des-Biefs;163
03249;Saint-Palais;161
03250;Saint-Pierre-Laval;347
03251;Saint-Plaisir;392
03252;Saint-Pont;698
03253;Saint-Pourçain-sur-Besbre;374
03254;Saint-Pourçain-sur-Sioule;5100
03255;Saint-Priest-d'Andelot;144
03256;Saint-Priest-en-Murat;209
03257;Saint-Prix;801
03258;Saint-Rémy-en-Rollat;1758
03259;Saint-Sauvier;333
03260;Saint-Sornin;223
03261;Sainte-Thérence;178
03262;Saint-Victor;2097
03263;Saint-Voir;197
03264;Saint-Yorre;2554
03265;Saligny-sur-Roudon;665
03266;Sanssat;278
03267;Saulcet;658
03268;Saulzet;386
03269;Sauvagny;84
03270;Sazeret;142
03271;Serbannes;805
03272;Servilly;275
03273;Seuillet;484
03274;Sorbier;318
03275;Souvigny;1736
03276;Sussat;103
03277;Target;254
03278;Taxat-Senat;189
03279;Teillet-Argenty;555
03280;Terjat;181
03281;Le Theil;389
03282;Theneuille;360
03283;Thiel-sur-Acolin;1035
03284;Thionne;288
03285;Tortezais;180
03286;Toulon-sur-Allier;1140
03287;Treban;381
03288;Treignat;379
03289;Treteau;510
03290;Trévol;1634
03291;Trézelles;407
03292;Tronget;883
03293;Urçay;293
03294;Ussel-d'Allier;169
03295;Valignat;72
03296;Valigny;373
03297;Vallon-en-Sully;1514
03298;Varennes-sur-Allier;3642
03299;Varennes-sur-Tèche;225
03300;Vaumas;535
03301;Vaux;1163
03302;Veauce;38
03303;Venas;237
03304;Vendat;2262
03305;Verneix;587
03306;Le Vernet;1906
03307;Verneuil-en-Bourbonnais;236
03308;Vernusse;152
03309;Le Veurdre;452
03310;Vichy;25372
03311;Vicq;297
03312;Vieure;272
03313;Le Vilhain;276
03314;Villebret;1330
03315;Villefranche-d'Allier;1282
03316;Villeneuve-sur-Allier;1074
03317;Viplaix;291
03319;Voussac;489
03320;Ygrande;777
03321;Yzeure;12701
04001;Aiglun;1420
04004;Allemagne-en-Provence;544
04005;Allons;128
04006;Allos;837
04007;Angles;67
04008;Annot;1021
04009;Archail;14
04012;Aubenas-les-Alpes;91
04013;Aubignosc;616
04016;Authon;63
04017;Auzet;101
04018;Banon;1057
04019;Barcelonnette;2561
04020;Barles;132
04021;Barras;146
04022;Barrême;410
04023;Bayons;193
04024;Beaujeu;125
04025;Beauvezer;392
04026;Bellaffaire;143
04027;Bevons;253
04028;Beynes;121
04030;Blieux;55
04031;Bras-d'Asse;554
04032;Braux;127
04033;Ubaye-Serre-Ponçon;782
04034;La Brillanne;1117
04035;Brunet;289
04036;Le Brusquet;966
04037;Le Caire;74
04039;Castellane;1462
04040;Le Castellard-Mélan;62
04041;Le Castellet;298
04042;Castellet-lès-Sausses;138
04043;Val-de-Chalvagne;85
04045;Céreste;1198
04046;Le Chaffaut-Saint-Jurson;688
04047;Champtercier;856
04049;Château-Arnoux-Saint-Auban;5063
04050;Châteaufort;26
04051;Châteauneuf-Miravail;73
04053;Châteauneuf-Val-Saint-Donat;502
04054;Châteauredon;73
04055;Chaudon-Norante;190
04057;Clamensane;178
04058;Claret;280
04059;Clumanc;221
04061;Colmars;479
04062;La Condamine-Châtelard;151
04063;Corbières-en-Provence;1241
04065;Cruis;627
04066;Curbans;576
04067;Curel;51
04068;Dauphin;839
04069;Demandolx;127
04070;Digne-les-Bains;16864
04072;Draix;111
04073;Enchastrayes;385
04074;Entrages;100
04075;Entrepierres;384
04076;Entrevaux;810
04077;Entrevennes;171
04079;L'Escale;1378
04081;Esparron-de-Verdon;389
04084;Estoublon;487
04085;Faucon-du-Caire;59
04086;Faucon-de-Barcelonnette;295
04087;Fontienne;135
04088;Forcalquier;5115
04090;Le Fugeret;206
04091;Ganagobie;92
04092;La Garde;121
04093;Gigors;60
04094;Gréoux-les-Bains;2790
04095;L'Hospitalet;90
04096;Jausiers;1137
04097;La Javie;375
04099;Lambruisse;85
04101;Lardiers;132
04102;Le Lauzet-Ubaye;178
04104;Limans;390
04106;Lurs;378
04107;Majastres;4
04108;Malijai;1984
04109;Mallefougasse-Augès;325
04110;Mallemoisson;994
04111;Mane;1349
04112;Manosque;23018
04113;Marcoux;449
04115;Méailles;120
04116;Les Mées;3766
04118;Melve;123
04120;Val d'Oronaye;117
04121;Mézel;631
04122;Mirabeau;512
04123;Mison;1118
04124;Montagnac-Montpezat;413
04126;Montclar;403
04127;Montfort;325
04128;Montfuron;226
04129;Montjustin;59
04130;Montlaux;207
04132;Montsalier;152
04133;Moriez;238
04134;La Motte-du-Caire;550
04135;Moustiers-Sainte-Marie;718
04136;La Mure-Argens;309
04137;Nibles;45
04138;Niozelles;285
04139;Noyers-sur-Jabron;523
04140;Les Omergues;127
04141;Ongles;363
04142;Oppedette;51
04143;Oraison;5920
04144;La Palud-sur-Verdon;351
04145;Peipin;1463
04148;Peyroules;250
04149;Peyruis;2801
04150;Piégut;204
04151;Pierrerue;523
04152;Pierrevert;3936
04154;Pontis;96
04155;Prads-Haute-Bléone;177
04156;Puimichel;270
04157;Puimoisson;683
04158;Quinson;406
04159;Redortiers;84
04160;Reillanne;1697
04161;Méolans-Revel;324
04162;Revest-des-Brousses;259
04163;Revest-du-Bion;507
04164;Revest-Saint-Martin;88
04166;Riez;1661
04167;La Robine-sur-Galabre;286
04169;La Rochegiron;105
04170;La Rochette;74
04171;Rougon;122
04172;Roumoules;734
04173;Saint-André-les-Alpes;1015
04174;Saint-Benoît;152
04175;Sainte-Croix-à-Lauze;90
04176;Sainte-Croix-du-Verdon;117
04177;Hautes-Duyes;45
04178;Saint-Étienne-les-Orgues;1316
04179;Saint-Geniez;106
04180;Saint-Jacques;81
04181;Saint-Jeannet;48
04182;Saint-Julien-d'Asse;215
04183;Saint-Julien-du-Verdon;153
04184;Saint-Jurs;136
04186;Saint-Laurent-du-Verdon;96
04187;Saint-Lions;40
04188;Saint-Maime;867
04189;Saint-Martin-de-Brômes;634
04190;Saint-Martin-les-Eaux;124
04191;Saint-Martin-lès-Seyne;12
04192;Saint-Michel-l'Observatoire;1230
04193;Saint-Paul-sur-Ubaye;177
04194;Saint-Pierre;97
04195;Saint-Pons;600
04197;Sainte-Tulle;3475
04199;Saint-Vincent-sur-Jabron;170
04200;Salignac;660
04201;Saumane;120
04202;Sausses;130
04203;Selonnet;472
04204;Senez;161
04205;Seyne;1372
04206;Sigonce;426
04207;Sigoyer;101
04208;Simiane-la-Rotonde;607
04209;Sisteron;7669
04210;Soleilhas;88
04211;Sourribes;178
04214;Tartonne;129
04216;Thèze;231
04217;Thoard;738
04218;Thorame-Basse;224
04219;Thorame-Haute;245
04220;Les Thuiles;370
04222;Turriers;343
04224;Ubraye;100
04226;Uvernet-Fours;562
04227;Vachères;289
04228;Valavoire;37
04229;Valbelle;239
04230;Valensole;3158
04231;Valernes;244
04233;Vaumeilh;267
04234;Venterol;226
04235;Verdaches;62
04236;Vergons;107
04237;Le Vernet;125
04240;Villars-Colmars;250
04241;Villemus;194
04242;Villeneuve;4355
04244;Volonne;1639
04245;Volx;3212
05001;Abriès-Ristolas;383
05003;Aiguilles;382
05004;Ancelle;916
05006;L'Argentière-la-Bessée;2238
05007;Arvieux;354
05008;Aspremont;369
05009;Aspres-lès-Corps;97
05010;Aspres-sur-Buëch;802
05011;Avançon;419
05012;Baratier;627
05013;Barcillonnette;123
05014;Barret-sur-Méouge;181
05016;La Bâtie-Montsaléon;257
05017;La Bâtie-Neuve;2579
05018;La Bâtie-Vieille;328
05019;La Beaume;150
05021;Le Bersac;141
05022;Bréziers;249
05023;Briançon;10780
05024;Valdoule;218
05025;Buissard;209
05026;Ceillac;282
05027;Cervières;195
05028;Chabestan;169
05029;Chabottes;918
05031;Champcella;185
05032;Champoléon;136
05033;Chanousse;41
05035;Châteauneuf-d'Oze;30
05036;Châteauroux-les-Alpes;1200
05037;Châteauvieux;519
05038;Château-Ville-Vieille;306
05039;Aubessagne;716
05040;Chorges;3077
05044;Crévoux;125
05045;Crots;1125
05046;Embrun;6435
05047;Éourres;120
05048;L'Épine;203
05049;Esparron;58
05050;Espinasses;823
05051;Étoile-Saint-Cyrice;28
05052;Eygliers;800
05053;Garde-Colombe;525
05054;La Fare-en-Champsaur;448
05055;La Faurie;317
05056;Forest-Saint-Julien;333
05057;Fouillouse;261
05058;Freissinières;205
05059;La Freissinouse;933
05060;Furmeyer;181
05061;Gap;40111
05062;Le Glaizil;166
05063;La Grave;477
05064;La Chapelle-en-Valgaudémar;105
05065;Guillestre;2291
05066;La Haute-Beaume;8
05068;Jarjayes;466
05070;Laragne-Montéglin;3579
05071;Lardier-et-Valença;349
05072;Laye;243
05073;Lazer;341
05074;Lettret;201
05075;Manteyer;450
05076;Méreuil;92
05077;Molines-en-Queyras;300
05078;Monêtier-Allemont;284
05079;Le Monêtier-les-Bains;1062
05080;Montbrand;63
05081;Montclus;50
05082;Mont-Dauphin;173
05084;Montgardin;465
05085;Montgenèvre;452
05086;Montjay;104
05087;Montmaur;537
05089;Montrond;87
05090;La Motte-en-Champsaur;209
05091;Moydans;40
05092;Neffes;781
05093;Névache;357
05094;Nossage-et-Bénévent;14
05095;Le Noyer;306
05096;Orcières;680
05097;Orpierre;344
05098;Les Orres;530
05099;Oze;103
05100;Pelleautier;810
05101;Vallouise-Pelvoux;1129
05102;La Piarre;91
05103;Le Poët;791
05104;Poligny;337
05106;Prunières;300
05107;Puy-Saint-André;459
05108;Puy-Saint-Eusèbe;181
05109;Puy-Saint-Pierre;515
05110;Puy-Saint-Vincent;290
05111;Puy-Sanières;267
05112;Rabou;89
05113;Rambaud;375
05114;Réallon;248
05115;Remollon;458
05116;Réotier;209
05117;Ribeyret;114
05118;Val Buëch-Méouge;1329
05119;Risoul;658
05121;Rochebrune;179
05122;La Roche-de-Rame;837
05123;La Roche-des-Arnauds;1578
05124;La Rochette;473
05126;Rosans;469
05127;Rousset;177
05128;Saint-André-d'Embrun;697
05129;Saint-André-de-Rosans;154
05130;Saint-Apollinaire;196
05131;Saint-Auban-d'Oze;77
05132;Saint-Bonnet-en-Champsaur;2078
05133;Saint-Chaffrey;1523
05134;Saint-Clément-sur-Durance;321
05135;Sainte-Colombe;55
05136;Saint-Crépin;732
05139;Dévoluy;904
05140;Saint-Étienne-le-Laus;302
05142;Saint-Firmin;446
05144;Saint-Jacques-en-Valgodemard;134
05145;Saint-Jean-Saint-Nicolas;1075
05146;Saint-Julien-en-Beauchêne;137
05147;Saint-Julien-en-Champsaur;372
05148;Saint-Laurent-du-Cros;548
05149;Saint-Léger-les-Mélèzes;366
05151;Saint-Martin-de-Queyrières;1127
05152;Saint-Maurice-en-Valgodemard;123
05153;Saint-Michel-de-Chaillol;356
05154;Saint-Pierre-d'Argençon;163
05155;Saint-Pierre-Avez;30
05156;Saint-Sauveur;517
05157;Saint-Véran;171
05158;Le Saix;121
05159;Saléon;85
05160;Salérans;82
05161;La Salle-les-Alpes;931
05162;La Saulce;1397
05163;Le Sauze-du-Lac;149
05164;Savines-le-Lac;1080
05165;Savournon;248
05166;Serres;1292
05167;Sigottier;85
05168;Sigoyer;727
05169;Sorbiers;40
05170;Tallard;2295
05171;Théus;221
05172;Trescléoux;306
05173;Upaix;460
05174;Val-des-Prés;613
05176;Valserres;273
05177;Vars;554
05178;Ventavon;599
05179;Veynes;3231
05180;Les Vigneaux;532
05181;Villar-d'Arêne;287
05182;Villar-Loubière;38
05183;Villar-Saint-Pancrace;1466
05184;Vitrolles;210
06001;Aiglun;93
06002;Amirat;52
06003;Andon;644
06004;Antibes;74709
06005;Ascros;177
06006;Aspremont;2271
06007;Auribeau-sur-Siagne;3175
06008;Auvare;37
06009;Bairols;116
06010;Le Bar-sur-Loup;2927
06011;Beaulieu-sur-Mer;3762
06012;Beausoleil;13153
06013;Belvédère;658
06014;Bendejun;940
06015;Berre-les-Alpes;1236
06016;Beuil;552
06017;Bézaudun-les-Alpes;256
06018;Biot;9575
06019;Blausasc;1663
06020;La Bollène-Vésubie;594
06021;Bonson;723
06022;Bouyon;548
06023;Breil-sur-Roya;2121
06024;Briançonnet;201
06025;Le Broc;1417
06026;Cabris;1386
06027;Cagnes-sur-Mer;52100
06028;Caille;407
06029;Cannes;72435
06030;Le Cannet;42125
06031;Cantaron;1293
06032;Cap-d'Ail;4517
06033;Carros;12875
06034;Castagniers;1674
06035;Castellar;1133
06036;Castillon;417
06037;Caussols;302
06038;Châteauneuf-Grasse;3690
06039;Châteauneuf-Villevieille;956
06040;Châteauneuf-d'Entraunes;63
06041;Cipières;403
06042;Clans;670
06043;Coaraze;821
06044;La Colle-sur-Loup;8048
06045;Collongues;71
06046;Colomars;3494
06047;Conségudes;95
06048;Contes;7534
06049;Courmes;108
06050;Coursegoules;529
06051;La Croix-sur-Roudoule;98
06052;Cuébris;164
06053;Daluis;141
06054;Drap;5176
06055;Duranus;152
06056;Entraunes;143
06057;L'Escarène;2562
06058;Escragnolles;612
06059;Èze;2222
06060;Falicon;2053
06061;Les Ferres;91
06062;Fontan;315
06063;Gars;74
06064;Gattières;4229
06065;La Gaude;7117
06066;Gilette;1598
06067;Gorbio;1485
06068;Gourdon;371
06069;Grasse;48708
06070;Gréolières;564
06071;Guillaumes;585
06072;Ilonse;147
06073;Isola;653
06074;Lantosque;1206
06075;Levens;4963
06076;Lieuche;48
06077;Lucéram;1279
06078;Malaussène;326
06079;Mandelieu-la-Napoule;21772
06080;Marie;105
06081;Le Mas;100
06082;Massoins;104
06083;Menton;30679
06084;Mouans-Sartoux;10215
06085;Mougins;20180
06086;Moulinet;252
06087;Les Mujouls;41
06088;Nice;343477
06089;Opio;2375
06090;Pégomas;7956
06091;Peille;2369
06092;Peillon;1465
06093;La Penne;223
06094;Péone;880
06095;Peymeinade;8211
06096;Pierlas;103
06097;Pierrefeu;335
06098;Puget-Rostang;126
06099;Puget-Théniers;1826
06100;Revest-les-Roches;229
06101;Rigaud;170
06102;Rimplas;112
06103;Roquebillière;1822
06104;Roquebrune-Cap-Martin;12966
06105;Roquefort-les-Pins;7277
06106;Roquestéron;570
06107;La Roque-en-Provence;64
06108;La Roquette-sur-Siagne;5413
06109;La Roquette-sur-Var;954
06110;Roubion;119
06111;Roure;116
