,LATITUDE,LONGITUDE,TIME_EVENT,COUNTRY,YEAR,NEAREST_CITY,Population municipale 2020
1629,43.877,-0.491,2022-06-03 17:10:00,FR,2022,Mont-de-Marsan,29953
1630,43.83,-0.501,2022-06-03 17:08:00,FR,2022,Benquet,1878
1631,45.052,2.712,2022-06-03 17:06:00,FR,2022,Vic-sur-Cre,1862
1632,43.781,-0.641,2022-06-03 16:50:00,FR,2022,Saint-Sever,4927
1633,43.756,-0.789,2022-06-03 16:45:00,FR,2022,Tartas,3209
1634,45.004,2.483,2022-06-03 16:40:00,FR,2022,Jussac,2027
1635,43.711,-0.841,2022-06-03 16:35:00,FR,2022,Gamarde-les-Bains,1460
1636,43.686,-0.867,2022-06-03 16:33:00,FR,2022,Gamarde-les-Bains,1460
1637,43.665,-0.845,2022-06-03 16:30:00,FR,2022,Pomarez,1579
1638,43.663,-0.875,2022-06-03 16:30:00,FR,2022,Pomarez,1579
1639,43.833,-0.3,2022-06-03 16:30:00,FR,2022,Villeneuve-de-Marsan,2445
1640,43.683,-0.931,2022-06-03 16:28:00,FR,2022,Saugnac-et-Cambran,1569
1641,43.649,-0.971,2022-06-03 16:24:00,FR,2022,Saugnac-et-Cambran,1569
1642,43.606,-0.998,2022-06-03 16:22:00,FR,2022,Saugnac-et-Cambran,1569
1643,43.643,-1.037,2022-06-03 16:17:00,FR,2022,Saugnac-et-Cambran,1569
1644,43.547,-1.062,2022-06-03 16:10:00,FR,2022,Peyrehorade,3637
1645,43.546,-1.107,2022-06-03 16:08:00,FR,2022,Peyrehorade,3637
1646,47.383,-1.033,2022-06-03 15:30:00,FR,2022,Vair-sur-Loire,4807
1647,45.75,3.333,2022-06-02 19:15:00,FR,2022,Lezoux,6287
1648,45.402,2.498,2022-06-02 19:00:00,FR,2022,Bort-les-Orgues,2595
1649,45.345,2.436,2022-06-02 18:48:00,FR,2022,Champagnac,1040
1650,45.359,2.338,2022-06-02 18:35:00,FR,2022,Champagnac,1040
1651,45.295,2.228,2022-06-02 18:26:00,FR,2022,Mauriac,3489
1652,45.294,2.071,2022-06-02 18:02:00,FR,2022,Saint-Martial-de-Gimel,478
1653,45.446,4.378,2022-06-02 18:00:00,FR,2022,Saint-tienne,174082
1654,45.272,2.031,2022-06-02 18:00:00,FR,2022,Saint-Martial-de-Gimel,478
1655,45.33,2.124,2022-06-02 18:00:00,FR,2022,gletons,4274
1656,45.432,4.321,2022-06-02 17:52:00,FR,2022,Roche-la-Molire,9878
1657,45.305,4.113,2022-06-02 17:15:00,FR,2022,Beauzac,2986
1658,45.546,2.31,2022-06-02 17:05:00,FR,2022,Ussel,9162
1659,45.503,2.232,2022-06-02 17:00:00,FR,2022,Ussel,9162
1660,44.894,0.903,2022-06-02 05:10:00,FR,2022,Coux et Bigaroque-Mouzens,1218
1661,44.883,0.887,2022-06-02 05:08:00,FR,2022,Le Buisson-de-Cadouin,1936
1662,44.863,0.853,2022-06-02 05:01:00,FR,2022,Le Buisson-de-Cadouin,1936
1663,44.856,0.848,2022-06-02 05:01:00,FR,2022,Le Buisson-de-Cadouin,1936
1664,44.867,0.783,2022-06-02 05:00:00,FR,2022,Le Buisson-de-Cadouin,1936
1665,44.875,0.831,2022-06-02 05:00:00,FR,2022,Le Buisson-de-Cadouin,1936
1666,44.867,0.842,2022-06-02 05:00:00,FR,2022,Le Buisson-de-Cadouin,1936
1667,44.891,0.805,2022-06-02 04:59:00,FR,2022,Le Buisson-de-Cadouin,1936
1668,44.837,0.737,2022-06-02 04:52:00,FR,2022,Beaumontois en Prigord,1803
1669,44.85,0.483,2022-06-02 04:50:00,FR,2022,Bergerac,26360
1670,44.9,0.717,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1671,44.883,0.706,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1672,44.874,0.706,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1673,44.893,0.708,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1674,44.901,0.717,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1675,44.888,0.726,2022-06-02 04:50:00,FR,2022,Saint-Germain-et-Mons,874
1676,44.897,0.658,2022-06-02 04:46:00,FR,2022,Saint-Germain-et-Mons,874
1677,44.908,0.656,2022-06-02 04:46:00,FR,2022,Creysse,1751
1678,44.867,0.595,2022-06-02 04:46:00,FR,2022,Creysse,1751
1679,44.871,0.596,2022-06-02 04:46:00,FR,2022,Creysse,1751
1680,44.876,0.606,2022-06-02 04:46:00,FR,2022,Creysse,1751
1681,44.877,0.596,2022-06-02 04:46:00,FR,2022,Creysse,1751
1682,44.835,0.634,2022-06-02 04:45:00,FR,2022,Saint-Germain-et-Mons,874
1683,44.9,0.65,2022-06-02 04:45:00,FR,2022,Creysse,1751
1684,44.868,0.585,2022-06-02 04:45:00,FR,2022,Creysse,1751
1685,44.871,0.579,2022-06-02 04:45:00,FR,2022,Creysse,1751
1686,44.876,0.581,2022-06-02 04:45:00,FR,2022,Creysse,1751
1687,44.897,0.631,2022-06-02 04:44:00,FR,2022,Creysse,1751
1688,44.912,0.631,2022-06-02 04:44:00,FR,2022,Creysse,1751
1689,44.874,0.567,2022-06-02 04:44:00,FR,2022,Creysse,1751
1690,44.865,0.572,2022-06-02 04:44:00,FR,2022,Creysse,1751
1691,44.854,0.595,2022-06-02 04:41:00,FR,2022,Saint-Germain-et-Mons,874
1692,44.793,0.595,2022-06-02 04:41:00,FR,2022,Saint-Germain-et-Mons,874
1693,44.857,0.563,2022-06-02 04:37:00,FR,2022,Creysse,1751
1694,44.85,0.483,2022-06-02 04:35:00,FR,2022,Bergerac,26360
1695,44.789,0.491,2022-06-02 04:35:00,FR,2022,Bergerac,26360
1696,44.806,0.491,2022-06-02 04:35:00,FR,2022,Bergerac,26360
1697,44.823,0.494,2022-06-02 04:35:00,FR,2022,Bergerac,26360
1698,44.828,0.499,2022-06-02 04:35:00,FR,2022,Bergerac,26360
1699,44.819,0.479,2022-06-02 04:33:00,FR,2022,Bergerac,26360
1700,44.829,0.478,2022-06-02 04:33:00,FR,2022,Bergerac,26360
1701,44.836,0.478,2022-06-02 04:33:00,FR,2022,Bergerac,26360
1702,44.871,0.434,2022-06-02 04:33:00,FR,2022,Prigonrieux,4223
1703,44.85,0.4,2022-06-02 04:32:00,FR,2022,Lamonzie-Saint-Martin,2738
1704,44.847,0.422,2022-06-02 04:32:00,FR,2022,Prigonrieux,4223
1705,44.843,0.428,2022-06-02 04:32:00,FR,2022,Prigonrieux,4223
1706,44.845,0.442,2022-06-02 04:32:00,FR,2022,Prigonrieux,4223
1707,44.838,0.434,2022-06-02 04:32:00,FR,2022,Lamonzie-Saint-Martin,2738
1708,44.858,0.422,2022-06-02 04:32:00,FR,2022,Prigonrieux,4223
1709,44.864,0.434,2022-06-02 04:32:00,FR,2022,Prigonrieux,4223
1710,44.876,0.418,2022-06-02 04:31:00,FR,2022,Prigonrieux,4223
1711,44.882,0.416,2022-06-02 04:31:00,FR,2022,Prigonrieux,4223
1712,44.826,0.405,2022-06-02 04:31:00,FR,2022,Lamonzie-Saint-Martin,2738
1713,44.823,0.421,2022-06-02 04:31:00,FR,2022,Lamonzie-Saint-Martin,2738
1714,44.836,0.419,2022-06-02 04:31:00,FR,2022,Lamonzie-Saint-Martin,2738
1715,44.841,0.381,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1716,44.786,0.371,2022-06-02 04:30:00,FR,2022,Sigouls-et-Flaugeac,1192
1717,43.433,0.083,2022-06-02 04:30:00,FR,2022,Orleix,1953
1718,44.833,0.217,2022-06-02 04:30:00,FR,2022,Sainte-Foy-la-Grande,2665
1719,44.852,0.389,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1720,44.879,0.402,2022-06-02 04:30:00,FR,2022,Prigonrieux,4223
1721,44.882,0.385,2022-06-02 04:30:00,FR,2022,La Force,2641
1722,44.873,0.385,2022-06-02 04:30:00,FR,2022,Prigonrieux,4223
1723,44.861,0.384,2022-06-02 04:30:00,FR,2022,Prigonrieux,4223
1724,44.818,0.375,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1725,44.814,0.384,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1726,44.824,0.389,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1727,44.836,0.419,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1728,44.849,0.392,2022-06-02 04:30:00,FR,2022,Lamonzie-Saint-Martin,2738
1729,44.791,0.353,2022-06-02 04:29:00,FR,2022,Gardonne,1588
1730,44.807,0.356,2022-06-02 04:29:00,FR,2022,Gardonne,1588
1731,44.839,0.357,2022-06-02 04:29:00,FR,2022,Gardonne,1588
1732,44.829,0.371,2022-06-02 04:29:00,FR,2022,Lamonzie-Saint-Martin,2738
1733,44.8,0.344,2022-06-02 04:28:00,FR,2022,Gardonne,1588
1734,44.785,0.342,2022-06-02 04:28:00,FR,2022,Gardonne,1588
1735,44.797,0.335,2022-06-02 04:28:00,FR,2022,Gardonne,1588
1736,44.836,0.332,2022-06-02 04:25:00,FR,2022,Gardonne,1588
1737,44.792,0.331,2022-06-02 04:25:00,FR,2022,Gardonne,1588
1738,44.817,0.333,2022-06-02 04:24:00,FR,2022,Gardonne,1588
1739,44.811,0.323,2022-06-02 04:24:00,FR,2022,Gardonne,1588
1740,44.789,0.313,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1741,44.793,0.302,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1742,44.798,0.301,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1743,44.821,0.357,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1744,44.831,0.356,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1745,44.804,0.299,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1746,44.818,0.305,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1747,44.828,0.301,2022-06-02 04:23:00,FR,2022,Gardonne,1588
1748,44.822,0.263,2022-06-02 04:22:00,FR,2022,Sainte-Foy-la-Grande,2665
1749,44.843,0.315,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1750,44.837,0.314,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1751,44.833,0.321,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1752,44.824,0.32,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1753,44.829,0.329,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1754,44.826,0.341,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1755,44.804,0.285,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1756,44.797,0.289,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1757,44.818,0.285,2022-06-02 04:22:00,FR,2022,Gardonne,1588
1758,44.817,0.233,2022-06-02 04:21:00,FR,2022,Sainte-Foy-la-Grande,2665
1759,44.815,0.252,2022-06-02 04:21:00,FR,2022,Sainte-Foy-la-Grande,2665
1760,44.835,0.304,2022-06-02 04:21:00,FR,2022,Gardonne,1588
1761,44.826,0.236,2022-06-02 04:20:00,FR,2022,Sainte-Foy-la-Grande,2665
1762,44.786,0.153,2022-06-02 04:11:00,FR,2022,Sainte-Foy-la-Grande,2665
1763,44.797,0.156,2022-06-02 04:11:00,FR,2022,Sainte-Foy-la-Grande,2665
1764,44.806,0.157,2022-06-02 04:11:00,FR,2022,Sainte-Foy-la-Grande,2665
1765,44.783,0.15,2022-06-02 04:10:00,FR,2022,Sainte-Foy-la-Grande,2665
1766,44.791,0.119,2022-06-02 04:08:00,FR,2022,Montcaret,1453
1767,44.795,0.117,2022-06-02 04:08:00,FR,2022,Montcaret,1453
1768,44.798,0.111,2022-06-02 04:07:00,FR,2022,Montcaret,1453
1769,44.8,0.083,2022-06-02 04:04:00,FR,2022,Montcaret,1453
1770,44.793,0.071,2022-06-02 04:02:00,FR,2022,Montcaret,1453
1771,44.79,0.07,2022-06-02 04:02:00,FR,2022,Montcaret,1453
1772,44.784,0.074,2022-06-02 04:00:00,FR,2022,Montcaret,1453
1773,44.774,0.078,2022-06-02 04:00:00,FR,2022,Montcaret,1453
1774,44.767,0.086,2022-06-02 04:00:00,FR,2022,Montcaret,1453
1775,44.762,0.071,2022-06-02 04:00:00,FR,2022,Lamothe-Montravel,1390
1776,44.75,0.08,2022-06-02 04:00:00,FR,2022,Lamothe-Montravel,1390
1777,44.743,0.076,2022-06-02 04:00:00,FR,2022,Lamothe-Montravel,1390
1778,44.817,0.45,2022-06-02 02:30:00,FR,2022,Bergerac,26360
1779,44.733,0.233,2022-06-01 23:10:00,FR,2022,Sainte-Foy-la-Grande,2665
1780,44.667,0.183,2022-06-01 23:00:00,FR,2022,Seyches,1058
1781,45.5,4.75,2022-05-23 11:20:00,FR,2022,Ampuis,2743
1782,45.505,4.689,2022-05-23 11:18:00,FR,2022,Rive-de-Gier,15086
1783,45.467,4.667,2022-05-23 11:15:00,FR,2022,Plussin,3726
1784,45.338,4.459,2022-05-23 10:57:00,FR,2022,Bourg-Argental,2950
1785,45.327,4.448,2022-05-23 10:56:00,FR,2022,Bourg-Argental,2950
1786,45.283,4.45,2022-05-23 10:55:00,FR,2022,Vanosc,952
1787,45.333,4.417,2022-05-23 10:54:00,FR,2022,La Ricamarie,7943
1788,45.288,4.422,2022-05-23 10:50:00,FR,2022,Vanosc,952
1789,45.283,4.393,2022-05-23 10:48:00,FR,2022,Le Chambon-Feugerolles,11857
1790,45.267,4.333,2022-05-23 10:40:00,FR,2022,Sainte-Sigolne,6023
1791,46.617,2.819,2022-05-22 22:45:00,FR,2022,Crilly,1305
1792,46.844,1.947,2022-05-22 21:30:00,FR,2022,Issoudun,11314
1793,46.857,1.865,2022-05-22 21:25:00,FR,2022,Dols,7659
1794,46.783,1.967,2022-05-22 21:18:00,FR,2022,Ardentes,3825
1795,46.743,1.83,2022-05-22 21:17:00,FR,2022,Ardentes,3825
1796,46.822,1.924,2022-05-22 21:17:00,FR,2022,Ardentes,3825
1797,46.827,1.817,2022-05-22 21:15:00,FR,2022,Dols,7659
1798,46.767,1.9,2022-05-22 21:15:00,FR,2022,Ardentes,3825
1799,46.8,1.867,2022-05-22 21:14:00,FR,2022,Ardentes,3825
1800,46.778,1.784,2022-05-22 21:10:00,FR,2022,Le Poinonnet,5836
1801,46.804,1.695,2022-05-22 21:05:00,FR,2022,Chteauroux,43331
1802,46.828,1.704,2022-05-22 21:05:00,FR,2022,Dols,7659
1803,46.786,1.711,2022-05-22 21:05:00,FR,2022,Chteauroux,43331
1804,46.801,1.71,2022-05-22 21:05:00,FR,2022,Chteauroux,43331
1805,46.767,1.717,2022-05-22 21:04:00,FR,2022,Le Poinonnet,5836
1806,46.781,1.693,2022-05-22 21:03:00,FR,2022,Chteauroux,43331
1807,46.847,1.538,2022-05-22 21:02:00,FR,2022,Villedieu-sur-Indre,2679
1808,46.806,1.639,2022-05-22 21:02:00,FR,2022,Chteauroux,43331
1809,46.833,1.567,2022-05-22 21:02:00,FR,2022,Niherne,1529
1810,46.712,2.817,2022-05-22 21:00:00,FR,2022,Lurcy-Lvis,1881
1811,46.733,1.55,2022-05-22 20:51:00,FR,2022,Luant,1544
1812,46.91,-1.376,2022-05-22 20:50:00,FR,2022,Montrverd,3790
1813,46.764,1.473,2022-05-22 20:47:00,FR,2022,Niherne,1529
1814,46.736,1.411,2022-05-22 20:40:00,FR,2022,Luant,1544
1815,46.704,1.112,2022-05-22 20:22:00,FR,2022,Le Blanc,6229
1816,46.66,1.02,2022-05-22 20:15:00,FR,2022,Le Blanc,6229
1817,46.633,1.062,2022-05-22 20:15:00,FR,2022,Le Blanc,6229
1818,46.644,1.025,2022-05-22 20:15:00,FR,2022,Le Blanc,6229
1819,46.662,1.001,2022-05-22 20:13:00,FR,2022,Le Blanc,6229
1820,46.597,1.017,2022-05-22 20:07:00,FR,2022,Le Blanc,6229
1821,46.6,0.967,2022-05-22 20:05:00,FR,2022,Le Blanc,6229
1822,46.943,-0.515,2022-05-22 20:05:00,FR,2022,Nueil-les-Aubiers,5541
1823,46.631,0.927,2022-05-22 20:05:00,FR,2022,Le Blanc,6229
1824,46.578,0.777,2022-05-22 19:47:00,FR,2022,Chauvigny,7084
1825,45.689,0.115,2022-05-22 19:40:00,FR,2022,Saint-Yrieix-sur-Charente,7499
1826,46.504,0.725,2022-05-22 19:40:00,FR,2022,Chauvigny,7084
1827,45.659,0.138,2022-05-22 19:35:00,FR,2022,Angoulme,41407
1828,46.567,0.65,2022-05-22 19:35:00,FR,2022,Chauvigny,7084
1829,45.665,0.098,2022-05-22 19:35:00,FR,2022,Flac,3865
1830,45.656,0.085,2022-05-22 19:35:00,FR,2022,Linars,2096
1831,46.634,0.702,2022-05-22 19:35:00,FR,2022,Chauvigny,7084
1832,46.536,0.635,2022-05-22 19:33:00,FR,2022,Chauvigny,7084
1833,45.608,0.098,2022-05-22 19:32:00,FR,2022,La Couronne,7742
1834,46.509,0.636,2022-05-22 19:32:00,FR,2022,Chauvigny,7084
1835,45.626,0.052,2022-05-22 19:31:00,FR,2022,Sireuil,1157
1836,46.537,0.577,2022-05-22 19:31:00,FR,2022,Chauvigny,7084
1837,45.586,0.04,2022-05-22 19:25:00,FR,2022,Roullet-Saint-Estphe,4295
1838,46.835,-0.776,2022-05-22 19:25:00,FR,2022,Saint-Mesmin,1750
1839,46.517,0.564,2022-05-22 19:25:00,FR,2022,Chauvigny,7084
1840,47.076,-1.248,2022-05-22 19:23:00,FR,2022,Cugand,3633
1841,46.855,-0.82,2022-05-22 19:22:00,FR,2022,Svremont,6417
1842,46.604,0.596,2022-05-22 19:22:00,FR,2022,Chauvigny,7084
1843,46.57,0.564,2022-05-22 19:20:00,FR,2022,Chauvigny,7084
1844,45.556,0.042,2022-05-22 19:20:00,FR,2022,Roullet-Saint-Estphe,4295
1845,47.063,-1.255,2022-05-22 19:20:00,FR,2022,Cugand,3633
1846,46.6,0.533,2022-05-22 19:20:00,FR,2022,Montamis,3685
1847,46.481,0.519,2022-05-22 19:20:00,FR,2022,Mignaloux-Beauvoir,5031
1848,47.049,-1.265,2022-05-22 19:18:00,FR,2022,Cugand,3633
1849,46.992,-0.258,2022-05-22 19:17:00,FR,2022,Thouars,13917
1850,46.869,-0.794,2022-05-22 19:17:00,FR,2022,Svremont,6417
1851,46.994,-0.243,2022-05-22 19:17:00,FR,2022,Thouars,13917
1852,46.978,-0.212,2022-05-22 19:15:00,FR,2022,Thouars,13917
1853,46.829,-0.862,2022-05-22 19:15:00,FR,2022,Svremont,6417
1854,46.6,0.467,2022-05-22 19:15:00,FR,2022,Montamis,3685
1855,45.481,0.278,2022-05-22 19:15:00,FR,2022,Dignac,1356
1856,46.567,0.467,2022-05-22 19:15:00,FR,2022,Mignaloux-Beauvoir,5031
1857,46.615,0.54,2022-05-22 19:13:00,FR,2022,Montamis,3685
1858,46.483,0.45,2022-05-22 19:10:00,FR,2022,Mignaloux-Beauvoir,5031
1859,46.829,-0.882,2022-05-22 19:10:00,FR,2022,Svremont,6417
1860,46.581,0.459,2022-05-22 19:10:00,FR,2022,Mignaloux-Beauvoir,5031
1861,46.558,0.505,2022-05-22 19:10:00,FR,2022,Mignaloux-Beauvoir,5031
1862,46.644,0.232,2022-05-22 19:10:00,FR,2022,Neuville-de-Poitou,5376
1863,46.507,0.415,2022-05-22 19:10:00,FR,2022,Mignaloux-Beauvoir,5031
1864,46.836,-0.904,2022-05-22 19:07:00,FR,2022,Svremont,6417
1865,47.013,-1.196,2022-05-22 19:05:00,FR,2022,Treize-Septiers,3281
1866,46.572,0.27,2022-05-22 19:03:00,FR,2022,Vouneuil-sous-Biard,6142
1867,46.517,0.358,2022-05-22 19:00:00,FR,2022,Saint-Benot,7308
1868,46.517,0.358,2022-05-22 19:00:00,FR,2022,Saint-Benot,36994
1869,46.607,0.236,2022-05-22 19:00:00,FR,2022,Vouneuil-sous-Biard,6142
1870,46.985,-1.228,2022-05-22 19:00:00,FR,2022,Treize-Septiers,3281
1871,46.534,0.266,2022-05-22 18:55:00,FR,2022,Fontaine-le-Comte,3971
1872,46.794,-0.927,2022-05-22 18:55:00,FR,2022,Le Boupre,3208
1873,46.822,-0.989,2022-05-22 18:50:00,FR,2022,Les Herbiers,16266
1874,46.521,0.329,2022-05-22 18:48:00,FR,2022,Saint-Benot,7308
1875,46.521,0.329,2022-05-22 18:48:00,FR,2022,Saint-Benot,36994
1876,46.789,-0.996,2022-05-22 18:40:00,FR,2022,Mouchamps,2923
1877,46.464,0.068,2022-05-22 18:37:00,FR,2022,Lusignan,2622
1878,47.733,-1.3,2022-05-22 18:20:00,FR,2022,Soudan,1996
1879,46.4,-0.248,2022-05-22 18:10:00,FR,2022,Saint-Maixent-l'cole,7243
1880,46.41,-0.204,2022-05-22 18:00:00,FR,2022,Saint-Maixent-l'cole,7243
1881,46.362,-0.298,2022-05-22 17:45:00,FR,2022,La Crche,5782
1882,46.323,-0.325,2022-05-22 17:45:00,FR,2022,La Crche,5782
1883,46.314,-0.367,2022-05-22 17:35:00,FR,2022,Chauray,7155
1884,46.359,-0.374,2022-05-22 17:33:00,FR,2022,Chauray,7155
1885,46.287,-0.416,2022-05-22 17:30:00,FR,2022,Aiffres,5359
1886,46.301,-0.515,2022-05-22 17:25:00,FR,2022,Niort,58966
1887,46.317,-0.467,2022-05-22 17:25:00,FR,2022,Niort,58966
1888,46.238,-0.415,2022-05-22 17:25:00,FR,2022,Aiffres,5359
1889,46.288,-0.472,2022-05-22 17:25:00,FR,2022,Aiffres,5359
1890,46.264,-0.489,2022-05-22 17:20:00,FR,2022,Aiffres,5359
1891,46.253,-0.539,2022-05-22 17:18:00,FR,2022,Niort,58966
1892,46.237,-0.507,2022-05-22 17:17:00,FR,2022,Aiffres,5359
1893,46.214,-0.552,2022-05-22 17:15:00,FR,2022,Mauz-sur-le-Mignon,2893
1894,46.222,-0.492,2022-05-22 17:15:00,FR,2022,Aiffres,5359
1895,46.174,-0.581,2022-05-22 17:00:00,FR,2022,Mauz-sur-le-Mignon,2893
1896,46.105,-0.75,2022-05-22 16:30:00,FR,2022,Surgres,6801
1897,45.466,3.945,2022-05-22 15:30:00,FR,2022,Boisset-Saint-Priest,1259
1898,48.591,6.494,2022-05-20 18:00:00,FR,2022,Lunville,17858
1899,48.551,6.409,2022-05-20 17:52:00,FR,2022,Blainville-sur-l'Eau,3944
1900,48.555,6.293,2022-05-20 17:45:00,FR,2022,Rosires-aux-Salines,2851
1901,48.513,6.219,2022-05-20 17:42:00,FR,2022,Richardmnil,2308
1902,48.542,6.141,2022-05-20 17:40:00,FR,2022,Richardmnil,2308
1903,48.524,6.165,2022-05-20 17:40:00,FR,2022,Richardmnil,2308
1904,48.506,6.104,2022-05-20 17:39:00,FR,2022,Richardmnil,2308
1905,48.499,6.066,2022-05-20 17:38:00,FR,2022,Pont-Saint-Vincent,1813
1906,48.531,6.068,2022-05-20 17:37:00,FR,2022,Pont-Saint-Vincent,1813
1907,49.142,5.936,2022-05-20 16:20:00,FR,2022,Batilly,1284
1908,49.2,5.95,2022-05-20 16:08:00,FR,2022,Batilly,1284
1909,49.1,5.617,2022-05-20 16:05:00,FR,2022,tain,3492
1910,49.07,5.428,2022-05-20 15:43:00,FR,2022,Dugny-sur-Meuse,1313
1911,49.059,5.122,2022-05-20 15:27:00,FR,2022,Sainte-Menehould,4166
1912,49.703,4.993,2022-05-20 13:30:00,FR,2022,Balan,2647
1913,49.703,4.993,2022-05-20 13:30:00,FR,2022,Balan,1629
1914,49.721,4.989,2022-05-20 13:30:00,FR,2022,Givonne,1056
1915,49.702,4.943,2022-05-20 13:28:00,FR,2022,Sedan,16376
1916,47.983,-0.3,2022-05-20 08:00:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1917,48.15,0.183,2022-05-20 07:51:00,FR,2022,Coulaines,7958
1918,48.267,0.467,2022-05-20 07:17:00,FR,2022,Bellme,1455
1919,48.1,-0.267,2022-05-20 07:15:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1920,47.931,-0.423,2022-05-20 07:13:00,FR,2022,Sabl-sur-Sarthe,12123
1921,48.23,0.393,2022-05-20 07:12:00,FR,2022,La Fert-Bernard,8863
1922,47.867,-0.467,2022-05-20 07:10:00,FR,2022,Sabl-sur-Sarthe,12123
1923,47.883,-0.517,2022-05-20 07:05:00,FR,2022,Sabl-sur-Sarthe,12123
1924,47.967,-0.533,2022-05-20 07:03:00,FR,2022,Entrammes,2251
1925,47.95,-0.55,2022-05-20 06:59:00,FR,2022,Entrammes,2251
1926,48.15,0.0,2022-05-20 06:52:00,FR,2022,Conlie,1845
1927,47.967,-0.65,2022-05-20 06:51:00,FR,2022,Entrammes,2251
1928,47.85,-0.817,2022-05-20 06:45:00,FR,2022,Chteau-Gontier-sur-Mayenne,16845
1929,47.983,-0.567,2022-05-20 06:45:00,FR,2022,Entrammes,2251
1930,48.033,-0.267,2022-05-20 06:25:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1931,47.983,-0.35,2022-05-20 06:22:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1932,47.967,-0.333,2022-05-20 06:20:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1933,48.0,-0.367,2022-05-20 06:15:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1934,47.935,-0.466,2022-05-20 06:15:00,FR,2022,Sabl-sur-Sarthe,12123
1935,47.983,-0.411,2022-05-20 06:15:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1936,47.978,-0.441,2022-05-20 06:14:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1937,47.957,-0.493,2022-05-20 06:11:00,FR,2022,Sabl-sur-Sarthe,12123
1938,47.916,-0.556,2022-05-20 06:10:00,FR,2022,Entrammes,2251
1939,48.017,-0.5,2022-05-20 06:10:00,FR,2022,Sainte-Suzanne-et-Chammes,1251
1940,47.917,-0.517,2022-05-20 06:04:00,FR,2022,Sabl-sur-Sarthe,12123
1941,47.95,-0.617,2022-05-20 06:02:00,FR,2022,Entrammes,2251
1942,47.917,-0.667,2022-05-20 06:02:00,FR,2022,Entrammes,2251
1943,47.917,-0.633,2022-05-20 06:00:00,FR,2022,Entrammes,2251
1944,47.869,-0.813,2022-05-20 05:47:00,FR,2022,Chteau-Gontier-sur-Mayenne,16845
1945,48.741,5.881,2022-05-19 13:05:00,FR,2022,Toul,15857
1946,48.706,5.853,2022-05-19 13:00:00,FR,2022,Toul,15857
1947,48.724,5.841,2022-05-19 13:00:00,FR,2022,Toul,15857
1948,48.693,5.844,2022-05-19 13:00:00,FR,2022,Toul,15857
1949,50.503,3.456,2022-05-19 09:35:00,FR,2022,Lecelles,2896
1950,49.545,0.192,2022-05-19 04:47:00,FR,2022,Montivilliers,15500
1951,50.239,4.023,2022-05-19 04:05:00,FR,2022,Rousies,4089
1952,43.333,-0.435,2022-05-18 21:32:00,FR,2022,Lescar,9590
1953,43.345,-0.264,2022-05-18 21:18:00,FR,2022,Morlas,4353
1954,43.328,-0.286,2022-05-18 21:17:00,FR,2022,Morlas,4353
1955,43.367,-0.35,2022-05-18 21:15:00,FR,2022,Montardon,2340
1956,43.352,-0.31,2022-05-18 21:15:00,FR,2022,Montardon,2340
1957,43.385,-0.354,2022-05-18 21:15:00,FR,2022,Serres-Castet,4393
1958,43.35,-0.3,2022-05-18 21:15:00,FR,2022,Morlas,4353
1959,43.324,-0.327,2022-05-18 21:13:00,FR,2022,Pau,75665
1960,49.057,-1.359,2022-05-18 20:30:00,FR,2022,Coutances,8380
1961,43.326,-0.782,2022-05-18 20:15:00,FR,2022,Mourenx,5903
