,LATITUDE,LONGITUDE,TIME_EVENT,COUNTRY,YEAR
0,45.567,5.933,2022-10-24 10:15:00,FR,2022
1,45.596,5.875,2022-10-24 09:52:00,FR,2022
2,50.967,2.667,2022-10-23 17:00:00,BE,2022
3,51.0,2.7,2022-10-23 17:00:00,BE,2022
4,49.583,1.358,2022-10-23 16:30:00,FR,2022
5,49.533,1.267,2022-10-23 16:25:00,FR,2022
6,49.521,1.251,2022-10-23 16:23:00,FR,2022
7,49.498,1.25,2022-10-23 16:22:00,FR,2022
8,49.492,1.216,2022-10-23 16:20:00,FR,2022
9,49.467,1.183,2022-10-23 16:18:00,FR,2022
10,49.45,1.15,2022-10-23 16:15:00,FR,2022
11,50.093,2.731,2022-10-23 16:13:00,FR,2022
12,50.08,2.708,2022-10-23 16:12:00,FR,2022
13,50.001,2.65,2022-10-23 16:10:00,FR,2022
14,50.081,2.63,2022-10-23 16:07:00,FR,2022
15,50.079,2.605,2022-10-23 16:06:00,FR,2022
16,50.06,2.567,2022-10-23 16:03:00,FR,2022
17,50.073,2.532,2022-10-23 16:02:00,FR,2022
18,49.887,2.345,2022-10-23 15:56:00,FR,2022
19,49.972,2.356,2022-10-23 15:51:00,FR,2022
20,49.952,2.36,2022-10-23 15:50:00,FR,2022
21,49.877,2.322,2022-10-23 15:47:00,FR,2022
22,49.847,2.265,2022-10-23 15:45:00,FR,2022
23,49.884,2.294,2022-10-23 15:45:00,FR,2022
24,49.87,2.241,2022-10-23 15:43:00,FR,2022
25,49.861,2.238,2022-10-23 15:43:00,FR,2022
26,49.502,1.586,2022-10-23 15:03:00,FR,2022
27,48.333,1.933,2022-10-23 14:47:00,FR,2022
28,49.232,1.243,2022-10-23 14:33:00,FR,2022
29,49.193,1.24,2022-10-23 14:32:00,FR,2022
30,48.5,0.483,2022-10-23 14:30:00,FR,2022
31,49.161,1.246,2022-10-23 14:30:00,FR,2022
32,49.163,1.217,2022-10-23 14:29:00,FR,2022
33,49.153,1.157,2022-10-23 14:27:00,FR,2022
34,49.027,1.151,2022-10-23 14:27:00,FR,2022
35,49.067,1.1,2022-10-23 14:21:00,FR,2022
36,49.053,1.087,2022-10-23 14:18:00,FR,2022
37,49.024,1.034,2022-10-23 14:15:00,FR,2022
38,48.992,1.049,2022-10-23 14:15:00,FR,2022
39,48.891,0.951,2022-10-23 14:13:00,FR,2022
40,48.844,0.872,2022-10-23 14:06:00,FR,2022
41,48.837,0.914,2022-10-23 14:03:00,FR,2022
42,48.753,0.739,2022-10-23 13:50:00,FR,2022
43,48.735,0.694,2022-10-23 13:47:00,FR,2022
44,48.717,0.717,2022-10-23 13:47:00,FR,2022
45,48.65,0.683,2022-10-23 13:44:00,FR,2022
46,48.183,-0.892,2022-10-23 12:10:00,FR,2022
47,47.93,1.92,2022-10-20 15:45:00,FR,2022
48,47.948,1.886,2022-10-20 15:45:00,FR,2022
49,47.883,1.936,2022-10-20 15:30:00,FR,2022
50,47.865,1.901,2022-10-20 15:25:00,FR,2022
51,47.835,1.933,2022-10-20 15:15:00,FR,2022
52,47.777,1.873,2022-10-20 15:15:00,FR,2022
53,47.417,1.617,2022-10-20 14:46:00,FR,2022
54,47.344,1.583,2022-10-20 14:37:00,FR,2022
55,47.231,0.253,2022-10-20 14:13:00,FR,2022
56,46.933,-0.1,2022-10-20 13:35:00,FR,2022
57,46.905,-0.1,2022-10-20 13:32:00,FR,2022
58,46.917,-0.117,2022-10-20 13:32:00,FR,2022
59,46.944,-0.074,2022-10-20 13:30:00,FR,2022
60,46.883,-0.15,2022-10-20 13:28:00,FR,2022
61,59.45,32.021,2022-10-17 06:45:00,RU,2022
62,34.532,36.06,2022-10-16 13:00:00,LB,2022
63,34.44,36.008,2022-10-16 12:45:00,LB,2022
64,34.412,35.96,2022-10-16 12:40:00,LB,2022
65,34.525,36.242,2022-10-16 12:00:00,LB,2022
66,34.203,35.841,2022-10-16 12:00:00,LB,2022
67,36.949,30.988,2022-10-15 04:10:00,TR,2022
68,36.983,30.95,2022-10-15 04:05:00,TR,2022
69,36.965,30.93,2022-10-15 04:05:00,TR,2022
70,32.11,-1.225,2022-10-13 16:22:00,MA,2022
71,32.09,-1.22,2022-10-13 16:20:00,MA,2022
72,37.508,13.082,2022-10-13 08:15:00,IT,2022
73,34.169,3.533,2022-10-11 17:00:00,DZ,2022
74,34.144,3.5,2022-10-11 16:55:00,DZ,2022
75,34.217,3.394,2022-10-11 16:45:00,DZ,2022
76,36.0,10.117,2022-10-11 14:35:00,TN,2022
77,36.033,10.183,2022-10-11 14:30:00,TN,2022
78,35.088,11.01,2022-10-11 13:50:00,TN,2022
79,35.033,10.917,2022-10-11 13:45:00,TN,2022
80,35.099,10.945,2022-10-11 13:45:00,TN,2022
81,35.295,11.001,2022-10-11 13:25:00,TN,2022
82,42.104,1.846,2022-10-09 16:50:00,ES,2022
83,31.21,-7.7,2022-10-09 15:45:00,MA,2022
84,40.941,39.196,2022-10-04 05:10:00,TR,2022
85,34.639,-1.153,2022-10-03 14:15:00,DZ,2022
86,34.952,-0.914,2022-10-03 12:50:00,DZ,2022
87,40.517,21.267,2022-10-01 19:15:00,GR,2022
88,40.79,21.137,2022-10-01 18:45:00,GR,2022
89,40.817,23.15,2022-10-01 09:30:00,GR,2022
90,43.667,7.15,2022-09-30 21:30:00,FR,2022
91,37.994,13.917,2022-09-30 19:40:00,IT,2022
92,43.108,12.387,2022-09-30 10:35:00,IT,2022
93,41.97,13.109,2022-09-29 20:00:00,IT,2022
94,41.833,12.779,2022-09-29 19:40:00,IT,2022
95,41.818,12.715,2022-09-29 19:35:00,IT,2022
96,41.787,12.674,2022-09-29 19:30:00,IT,2022
97,41.809,12.676,2022-09-29 19:30:00,IT,2022
98,41.861,12.674,2022-09-29 19:25:00,IT,2022
99,45.378,20.424,2022-09-29 16:55:00,RS,2022
100,45.369,20.398,2022-09-29 16:55:00,RS,2022
101,45.277,19.781,2022-09-29 16:55:00,RS,2022
102,45.402,19.987,2022-09-29 16:10:00,RS,2022
103,45.293,19.742,2022-09-29 15:45:00,RS,2022
104,45.531,11.965,2022-09-29 15:40:00,IT,2022
105,45.211,19.721,2022-09-29 15:40:00,RS,2022
106,45.239,19.706,2022-09-29 15:40:00,RS,2022
107,45.639,12.322,2022-09-29 15:10:00,IT,2022
108,46.183,18.967,2022-09-29 15:00:00,HU,2022
109,46.283,21.017,2022-09-29 14:50:00,HU,2022
110,46.314,20.818,2022-09-29 14:47:00,HU,2022
111,46.56,20.673,2022-09-29 14:28:00,HU,2022
112,46.318,20.494,2022-09-29 14:20:00,HU,2022
113,46.271,20.344,2022-09-29 14:08:00,HU,2022
114,46.931,29.459,2022-09-29 14:07:00,MD,2022
115,46.955,29.396,2022-09-29 14:05:00,MD,2022
116,45.556,10.876,2022-09-29 14:00:00,IT,2022
117,46.254,20.149,2022-09-29 13:50:00,HU,2022
118,46.183,20.05,2022-09-29 13:50:00,HU,2022
119,46.249,20.011,2022-09-29 13:35:00,HU,2022
120,46.273,19.89,2022-09-29 13:25:00,HU,2022
121,46.219,19.891,2022-09-29 13:25:00,HU,2022
122,46.198,19.783,2022-09-29 13:15:00,HU,2022
123,45.585,10.105,2022-09-29 13:15:00,IT,2022
124,46.367,19.917,2022-09-29 13:05:00,HU,2022
125,46.203,19.542,2022-09-29 13:00:00,HU,2022
126,46.196,19.607,2022-09-29 13:00:00,HU,2022
127,46.28,19.491,2022-09-29 12:55:00,HU,2022
128,46.215,19.38,2022-09-29 12:40:00,HU,2022
129,46.197,19.188,2022-09-29 12:20:00,HU,2022
130,39.301,9.092,2022-09-29 11:35:00,IT,2022
131,46.07,13.024,2022-09-29 11:15:00,IT,2022
132,46.118,13.083,2022-09-29 11:15:00,IT,2022
133,45.969,12.655,2022-09-29 10:00:00,IT,2022
134,45.416,11.883,2022-09-27 20:05:00,IT,2022
135,45.543,11.786,2022-09-27 19:35:00,IT,2022
136,45.445,12.139,2022-09-27 19:25:00,IT,2022
137,45.493,12.115,2022-09-27 19:10:00,IT,2022
138,45.508,12.034,2022-09-27 18:55:00,IT,2022
139,45.667,12.243,2022-09-27 18:50:00,IT,2022
140,45.493,12.163,2022-09-27 18:15:00,IT,2022
141,45.572,11.933,2022-09-27 17:25:00,IT,2022
142,43.71,23.823,2022-09-27 17:20:00,BG,2022
143,43.913,22.815,2022-09-27 15:30:00,BG,2022
144,42.657,23.054,2022-09-27 14:45:00,BG,2022
145,43.903,22.277,2022-09-27 14:45:00,RS,2022
146,43.874,16.917,2022-09-27 14:40:00,BA,2022
147,43.856,16.896,2022-09-27 14:40:00,BA,2022
148,42.667,22.944,2022-09-27 14:30:00,BG,2022
149,42.676,22.924,2022-09-27 14:30:00,BG,2022
150,42.622,22.744,2022-09-27 14:05:00,BG,2022
151,42.959,24.051,2022-09-27 13:50:00,BG,2022
152,42.906,23.793,2022-09-27 13:40:00,BG,2022
153,46.322,16.94,2022-09-27 13:35:00,HU,2022
154,43.933,21.373,2022-09-27 13:30:00,RS,2022
155,43.907,21.242,2022-09-27 13:25:00,RS,2022
156,43.873,21.2,2022-09-27 13:20:00,RS,2022
157,43.917,21.194,2022-09-27 13:20:00,RS,2022
158,43.886,21.215,2022-09-27 13:20:00,RS,2022
159,43.937,21.196,2022-09-27 13:20:00,RS,2022
160,43.909,21.164,2022-09-27 13:15:00,RS,2022
161,43.919,21.148,2022-09-27 13:10:00,RS,2022
162,46.08,15.907,2022-09-27 12:05:00,HR,2022
163,45.399,20.874,2022-09-27 11:45:00,RS,2022
164,45.38,20.696,2022-09-27 11:30:00,RS,2022
165,45.387,20.579,2022-09-27 11:10:00,RS,2022
166,41.285,28.0,2022-09-27 11:10:00,TR,2022
167,45.388,20.538,2022-09-27 11:05:00,RS,2022
168,45.943,13.551,2022-09-27 09:00:00,IT,2022
169,45.975,13.443,2022-09-26 20:45:00,IT,2022
170,45.78,12.26,2022-09-26 19:50:00,IT,2022
171,45.966,12.661,2022-09-26 19:40:00,IT,2022
172,45.956,12.615,2022-09-26 19:35:00,IT,2022
173,46.245,13.581,2022-09-26 13:15:00,SI,2022
174,40.0,3.837,2022-09-25 00:30:00,ES,2022
175,39.995,3.87,2022-09-24 17:00:00,ES,2022
176,38.094,35.194,2022-09-22 17:35:00,TR,2022
177,38.877,34.461,2022-09-21 16:15:00,TR,2022
178,37.418,31.851,2022-09-21 15:00:00,TR,2022
179,37.917,35.067,2022-09-21 12:55:00,TR,2022
180,37.836,35.062,2022-09-21 12:50:00,TR,2022
181,37.861,35.07,2022-09-21 12:50:00,TR,2022
182,39.314,35.949,2022-09-21 11:30:00,TR,2022
183,53.783,11.517,2022-09-19 18:10:00,DE,2022
184,53.55,12.983,2022-09-19 15:40:00,DE,2022
185,41.397,-1.827,2022-09-19 15:30:00,ES,2022
186,52.983,12.117,2022-09-19 13:50:00,DE,2022
187,54.8,9.633,2022-09-19 13:50:00,DE,2022
188,54.817,9.6,2022-09-19 13:45:00,DE,2022
189,53.0,12.05,2022-09-19 13:44:00,DE,2022
190,54.25,10.033,2022-09-19 13:41:00,DE,2022
191,54.283,10.017,2022-09-19 13:39:00,DE,2022
192,54.283,10.0,2022-09-19 13:37:00,DE,2022
193,54.293,9.992,2022-09-19 13:35:00,DE,2022
194,52.583,12.633,2022-09-19 13:30:00,DE,2022
195,54.297,9.931,2022-09-19 13:30:00,DE,2022
196,54.317,9.967,2022-09-19 13:30:00,DE,2022
197,52.417,12.067,2022-09-19 13:28:00,DE,2022
198,54.067,10.233,2022-09-19 13:00:00,DE,2022
199,54.5,9.767,2022-09-19 12:55:00,DE,2022
200,52.65,11.4,2022-09-19 12:55:00,DE,2022
201,54.083,10.2,2022-09-19 12:50:00,DE,2022
202,53.433,10.317,2022-09-19 12:50:00,DE,2022
203,52.65,11.333,2022-09-19 12:50:00,DE,2022
204,52.667,11.317,2022-09-19 12:47:00,DE,2022
205,52.667,11.283,2022-09-19 12:45:00,DE,2022
206,54.117,10.217,2022-09-19 12:40:00,DE,2022
207,52.717,10.317,2022-09-19 11:37:00,DE,2022
208,52.8,12.917,2022-09-19 11:30:00,DE,2022
209,54.212,19.104,2022-09-18 11:40:00,PL,2022
210,57.496,9.838,2022-09-18 03:45:00,DK,2022
211,57.505,9.849,2022-09-18 03:40:00,DK,2022
212,57.41,9.762,2022-09-18 02:35:00,DK,2022
213,57.428,9.836,2022-09-18 02:35:00,DK,2022
214,57.41,9.814,2022-09-18 02:35:00,DK,2022
215,57.424,9.77,2022-09-18 02:35:00,DK,2022
216,57.426,9.815,2022-09-18 02:35:00,DK,2022
217,57.128,9.461,2022-09-18 01:35:00,DK,2022
218,41.32,23.541,2022-09-17 16:15:00,GR,2022
219,45.455,12.216,2022-09-16 18:45:00,IT,2022
220,46.081,13.433,2022-09-16 16:50:00,IT,2022
221,46.09,13.376,2022-09-16 16:45:00,IT,2022
222,46.071,13.316,2022-09-16 16:40:00,IT,2022
223,46.064,13.237,2022-09-16 16:30:00,IT,2022
224,45.272,12.079,2022-09-16 14:55:00,IT,2022
225,45.297,12.035,2022-09-16 14:45:00,IT,2022
226,45.296,11.996,2022-09-16 14:45:00,IT,2022
227,45.331,12.047,2022-09-16 14:40:00,IT,2022
228,45.346,11.964,2022-09-16 14:35:00,IT,2022
229,45.369,11.923,2022-09-16 14:30:00,IT,2022
230,45.406,11.877,2022-09-16 14:20:00,IT,2022
231,45.443,11.758,2022-09-16 14:10:00,IT,2022
232,43.961,17.902,2022-09-16 13:00:00,BA,2022
233,43.915,17.847,2022-09-16 12:55:00,BA,2022
234,41.371,16.164,2022-09-16 06:45:00,IT,2022
235,41.223,15.386,2022-09-16 04:45:00,IT,2022
236,41.248,15.342,2022-09-16 04:40:00,IT,2022
237,41.291,14.823,2022-09-16 04:30:00,IT,2022
238,43.163,13.72,2022-09-15 23:00:00,IT,2022
239,47.478,19.079,2022-09-15 13:13:00,HU,2022
240,45.701,17.172,2022-09-15 13:05:00,HR,2022
241,46.235,15.265,2022-09-15 10:00:00,SI,2022
242,46.246,15.384,2022-09-15 09:55:00,SI,2022
243,46.235,15.397,2022-09-15 09:55:00,SI,2022
244,46.261,15.321,2022-09-15 09:50:00,SI,2022
245,46.229,15.303,2022-09-15 09:48:00,SI,2022
246,46.235,15.265,2022-09-15 09:45:00,SI,2022
247,46.268,15.291,2022-09-15 09:45:00,SI,2022
248,44.561,6.083,2022-09-14 20:35:00,FR,2022
249,46.574,-1.341,2022-09-14 20:35:00,FR,2022
250,43.7,1.517,2022-09-14 17:30:00,FR,2022
251,43.683,1.317,2022-09-14 17:30:00,FR,2022
252,43.767,2.0,2022-09-14 17:00:00,FR,2022
253,43.7,1.433,2022-09-14 16:30:00,FR,2022
254,45.187,1.952,2022-09-13 14:35:00,FR,2022
255,37.136,-6.824,2022-09-12 21:45:00,ES,2022
256,47.132,26.86,2022-09-11 11:30:00,RO,2022
257,47.168,26.764,2022-09-11 11:15:00,RO,2022
258,47.248,26.723,2022-09-11 11:00:00,RO,2022
259,53.733,13.383,2022-09-10 16:12:00,DE,2022
260,53.65,13.167,2022-09-10 15:30:00,DE,2022
261,53.733,12.317,2022-09-10 14:50:00,DE,2022
262,44.952,15.647,2022-09-10 14:25:00,HR,2022
263,49.594,18.01,2022-09-10 12:50:00,CZ,2022
264,45.4,9.873,2022-09-09 23:25:00,IT,2022
265,45.525,9.598,2022-09-09 22:35:00,IT,2022
266,45.557,9.534,2022-09-09 22:25:00,IT,2022
267,45.676,9.825,2022-09-09 22:20:00,IT,2022
268,45.619,9.525,2022-09-09 22:15:00,IT,2022
269,45.586,9.491,2022-09-09 22:15:00,IT,2022
270,45.702,9.693,2022-09-09 22:05:00,IT,2022
271,45.769,9.182,2022-09-09 20:45:00,IT,2022
272,52.083,14.35,2022-09-09 18:26:00,DE,2022
273,52.017,14.283,2022-09-09 18:25:00,DE,2022
274,52.033,14.333,2022-09-09 18:25:00,DE,2022
275,52.083,14.3,2022-09-09 18:25:00,DE,2022
276,51.983,14.3,2022-09-09 18:23:00,DE,2022
277,51.833,13.983,2022-09-09 18:06:00,DE,2022
278,51.8,13.967,2022-09-09 18:04:00,DE,2022
279,51.783,13.967,2022-09-09 18:00:00,DE,2022
280,51.75,13.933,2022-09-09 17:45:00,DE,2022
281,51.733,13.9,2022-09-09 17:40:00,DE,2022
282,51.733,13.917,2022-09-09 17:40:00,DE,2022
283,51.7,13.883,2022-09-09 17:35:00,DE,2022
284,51.683,13.883,2022-09-09 17:32:00,DE,2022
285,51.65,13.9,2022-09-09 17:30:00,DE,2022
286,51.633,13.883,2022-09-09 17:27:00,DE,2022
287,51.617,13.817,2022-09-09 17:20:00,DE,2022
288,54.33,13.079,2022-09-09 17:15:00,DE,2022
289,54.327,13.059,2022-09-09 17:14:00,DE,2022
290,54.3,12.967,2022-09-09 16:45:00,DE,2022
291,54.317,12.933,2022-09-09 16:43:00,DE,2022
292,54.3,12.933,2022-09-09 16:35:00,DE,2022
293,52.367,14.067,2022-09-09 16:30:00,DE,2022
294,54.283,12.933,2022-09-09 16:30:00,DE,2022
295,52.333,14.017,2022-09-09 16:25:00,DE,2022
296,52.333,13.95,2022-09-09 16:12:00,DE,2022
297,52.317,13.933,2022-09-09 16:10:00,DE,2022
298,52.367,13.883,2022-09-09 15:55:00,DE,2022
299,52.3,13.883,2022-09-09 15:50:00,DE,2022
300,52.3,13.8,2022-09-09 15:45:00,DE,2022
301,52.267,13.833,2022-09-09 15:40:00,DE,2022
302,51.313,14.998,2022-09-09 14:39:00,DE,2022
303,51.267,14.95,2022-09-09 14:30:00,DE,2022
304,51.253,14.919,2022-09-09 14:28:00,DE,2022
305,51.233,14.883,2022-09-09 14:25:00,DE,2022
306,53.25,11.367,2022-09-09 14:15:00,DE,2022
307,52.583,12.25,2022-09-09 14:12:00,DE,2022
308,41.644,12.811,2022-09-09 01:35:00,IT,2022
309,45.969,18.517,2022-09-08 19:45:00,HU,2022
310,45.936,18.469,2022-09-08 19:42:00,HU,2022
311,44.885,12.325,2022-09-08 16:40:00,IT,2022
312,44.948,12.122,2022-09-08 16:10:00,IT,2022
313,50.462,18.851,2022-09-08 15:22:00,PL,2022
314,45.265,17.423,2022-09-08 15:20:00,HR,2022
315,45.241,17.287,2022-09-08 15:05:00,HR,2022
316,50.371,18.776,2022-09-08 15:00:00,PL,2022
317,44.953,10.823,2022-09-08 14:55:00,IT,2022
318,45.531,16.814,2022-09-08 13:40:00,HR,2022
319,45.496,16.728,2022-09-08 13:35:00,HR,2022
320,45.475,16.782,2022-09-08 13:35:00,HR,2022
321,45.508,16.703,2022-09-08 13:30:00,HR,2022
322,41.487,13.833,2022-09-08 11:30:00,IT,2022
323,41.462,13.802,2022-09-08 11:15:00,IT,2022
324,41.696,13.413,2022-09-08 10:50:00,IT,2022
325,41.611,13.426,2022-09-08 10:50:00,IT,2022
326,41.64,13.343,2022-09-08 10:45:00,IT,2022
327,41.641,13.472,2022-09-08 10:45:00,IT,2022
328,41.725,13.341,2022-09-08 10:30:00,IT,2022
329,41.806,13.055,2022-09-08 10:20:00,IT,2022
330,41.96,12.802,2022-09-08 10:15:00,IT,2022
331,41.861,13.031,2022-09-08 10:15:00,IT,2022
332,41.994,12.725,2022-09-08 09:20:00,IT,2022
333,42.156,11.901,2022-09-08 07:05:00,IT,2022
334,45.64,12.561,2022-09-08 06:55:00,IT,2022
335,45.66,12.53,2022-09-08 06:50:00,IT,2022
336,45.593,11.066,2022-09-08 06:35:00,IT,2022
337,45.577,11.037,2022-09-08 06:30:00,IT,2022
338,45.533,11.0,2022-09-08 06:25:00,IT,2022
339,45.533,10.946,2022-09-08 06:15:00,IT,2022
340,45.665,12.241,2022-09-08 06:10:00,IT,2022
341,45.552,10.721,2022-09-08 05:55:00,IT,2022
342,52.733,15.317,2022-09-08 05:55:00,PL,2022
343,52.739,15.263,2022-09-08 05:05:00,PL,2022
344,45.71,10.048,2022-09-08 04:45:00,IT,2022
345,45.842,9.667,2022-09-08 00:55:00,IT,2022
346,45.799,9.429,2022-09-07 23:35:00,IT,2022
347,45.743,9.378,2022-09-07 23:30:00,IT,2022
348,45.793,9.413,2022-09-07 23:30:00,IT,2022
349,45.785,9.145,2022-09-07 22:30:00,IT,2022
350,45.795,9.125,2022-09-07 22:20:00,IT,2022
351,45.771,9.122,2022-09-07 22:20:00,IT,2022
352,45.82,9.097,2022-09-07 22:10:00,IT,2022
353,45.8,9.085,2022-09-07 22:10:00,IT,2022
354,45.804,9.039,2022-09-07 22:00:00,IT,2022
355,45.791,9.033,2022-09-07 22:00:00,IT,2022
356,45.81,9.004,2022-09-07 21:50:00,IT,2022
357,43.675,3.476,2022-09-07 20:13:00,FR,2022
358,43.662,3.459,2022-09-07 20:10:00,FR,2022
359,43.665,3.438,2022-09-07 20:10:00,FR,2022
360,46.76,7.213,2022-09-07 20:00:00,CH,2022
361,46.62,6.79,2022-09-07 20:00:00,CH,2022
362,46.755,7.145,2022-09-07 19:57:00,CH,2022
363,46.723,7.103,2022-09-07 19:50:00,CH,2022
364,45.94,4.774,2022-09-07 18:52:00,FR,2022
365,45.917,4.824,2022-09-07 18:50:00,FR,2022
366,46.881,2.16,2022-09-07 18:47:00,FR,2022
367,48.591,9.209,2022-09-07 18:19:00,DE,2022
368,52.326,11.106,2022-09-07 17:30:00,DE,2022
369,52.317,11.086,2022-09-07 17:26:00,DE,2022
370,52.312,11.053,2022-09-07 17:23:00,DE,2022
371,52.317,13.517,2022-09-07 17:08:00,DE,2022
372,52.3,13.483,2022-09-07 17:05:00,DE,2022
373,52.291,13.419,2022-09-07 17:00:00,DE,2022
374,52.267,13.467,2022-09-07 16:55:00,DE,2022
375,52.217,13.45,2022-09-07 16:47:00,DE,2022
376,51.75,11.517,2022-09-07 16:44:00,DE,2022
377,51.75,11.467,2022-09-07 16:40:00,DE,2022
378,51.733,11.433,2022-09-07 16:34:00,DE,2022
379,51.75,11.35,2022-09-07 16:28:00,DE,2022
380,51.735,11.342,2022-09-07 16:27:00,DE,2022
381,51.733,11.283,2022-09-07 16:19:00,DE,2022
382,51.717,11.233,2022-09-07 16:13:00,DE,2022
383,51.767,11.233,2022-09-07 16:11:00,DE,2022
384,51.744,11.235,2022-09-07 16:11:00,DE,2022
385,51.733,11.162,2022-09-07 16:07:00,DE,2022
386,51.733,11.133,2022-09-07 16:06:00,DE,2022
387,51.767,11.133,2022-09-07 16:05:00,DE,2022
388,51.775,11.145,2022-09-07 16:03:00,DE,2022
389,51.75,11.083,2022-09-07 15:57:00,DE,2022
390,51.767,11.083,2022-09-07 15:56:00,DE,2022
391,51.75,11.05,2022-09-07 15:55:00,DE,2022
392,51.767,11.05,2022-09-07 15:55:00,DE,2022
393,51.755,11.015,2022-09-07 15:51:00,DE,2022
394,51.762,11.002,2022-09-07 15:50:00,DE,2022
395,51.767,10.967,2022-09-07 15:47:00,DE,2022
396,51.737,10.956,2022-09-07 15:40:00,DE,2022
397,51.733,10.917,2022-09-07 15:36:00,DE,2022
398,51.735,10.907,2022-09-07 15:35:00,DE,2022
399,46.76,7.55,2022-09-07 15:30:00,CH,2022
400,51.767,13.467,2022-09-07 14:50:00,DE,2022
401,45.867,4.183,2022-09-07 14:50:00,FR,2022
402,45.892,4.241,2022-09-07 14:50:00,FR,2022
403,45.873,4.137,2022-09-07 14:45:00,FR,2022
404,45.775,3.982,2022-09-07 14:45:00,FR,2022
405,48.483,15.383,2022-09-07 14:30:00,AT,2022
406,51.417,13.4,2022-09-07 14:20:00,DE,2022
407,51.47,13.521,2022-09-07 14:00:00,DE,2022
408,51.45,13.533,2022-09-07 13:59:00,DE,2022
409,51.45,13.5,2022-09-07 13:58:00,DE,2022
410,51.463,13.464,2022-09-07 13:57:00,DE,2022
411,51.475,13.46,2022-09-07 13:57:00,DE,2022
412,51.433,13.5,2022-09-07 13:55:00,DE,2022
413,51.438,13.452,2022-09-07 13:55:00,DE,2022
414,51.417,13.448,2022-09-07 13:52:00,DE,2022
415,48.845,14.997,2022-09-07 13:00:00,AT,2022
416,43.788,4.832,2022-09-07 12:00:00,FR,2022
417,51.417,4.182,2022-09-06 20:15:00,NL,2022
418,51.432,4.112,2022-09-06 20:15:00,NL,2022
419,51.371,4.014,2022-09-06 20:05:00,NL,2022
420,49.367,13.55,2022-09-06 17:55:00,CZ,2022
421,49.333,13.55,2022-09-06 17:55:00,CZ,2022
422,46.188,6.199,2022-09-06 17:20:00,CH,2022
423,46.167,6.184,2022-09-06 17:18:00,CH,2022
424,46.169,6.165,2022-09-06 17:18:00,CH,2022
425,49.992,8.435,2022-09-06 16:23:00,DE,2022
426,49.965,8.351,2022-09-06 16:15:00,DE,2022
427,49.93,8.404,2022-09-06 16:13:00,DE,2022
428,49.758,8.174,2022-09-06 15:35:00,DE,2022
429,44.133,2.933,2022-09-06 15:30:00,FR,2022
430,50.06,12.985,2022-09-06 14:55:00,CZ,2022
431,49.833,7.3,2022-09-06 14:50:00,DE,2022
432,44.333,2.967,2022-09-06 14:50:00,FR,2022
433,44.719,3.241,2022-09-06 14:50:00,FR,2022
434,50.217,8.0,2022-09-06 14:10:00,DE,2022
435,50.458,7.488,2022-09-06 13:12:00,DE,2022
436,45.183,3.517,2022-09-06 12:42:00,FR,2022
437,47.029,6.883,2022-09-06 09:35:00,CH,2022
438,48.888,1.462,2022-09-05 18:35:00,FR,2022
439,48.866,1.422,2022-09-05 18:35:00,FR,2022
440,49.317,2.783,2022-09-05 18:22:00,FR,2022
441,43.5,1.15,2022-09-05 18:20:00,FR,2022
442,48.3,-0.617,2022-09-05 18:20:00,FR,2022
443,49.667,1.933,2022-09-05 18:16:00,FR,2022
444,49.567,1.9,2022-09-05 18:05:00,FR,2022
445,49.517,1.933,2022-09-05 18:01:00,FR,2022
446,48.124,-1.213,2022-09-05 17:15:00,FR,2022
447,43.383,1.267,2022-09-05 17:10:00,FR,2022
448,48.967,1.85,2022-09-05 17:00:00,FR,2022
449,43.397,1.262,2022-09-05 17:00:00,FR,2022
450,48.95,1.817,2022-09-05 16:59:00,FR,2022
451,43.467,1.35,2022-09-05 16:50:00,FR,2022
452,43.383,1.183,2022-09-05 16:47:00,FR,2022
453,43.422,1.27,2022-09-05 16:45:00,FR,2022
454,43.433,1.233,2022-09-05 16:45:00,FR,2022
455,48.75,1.833,2022-09-05 16:35:00,FR,2022
456,43.417,1.117,2022-09-05 16:35:00,FR,2022
457,43.433,1.067,2022-09-05 16:31:00,FR,2022
458,43.433,1.05,2022-09-05 16:30:00,FR,2022
459,48.7,1.85,2022-09-05 16:28:00,FR,2022
460,48.65,1.833,2022-09-05 16:20:00,FR,2022
461,43.467,0.983,2022-09-05 16:15:00,FR,2022
462,43.439,0.991,2022-09-05 16:15:00,FR,2022
463,43.45,0.967,2022-09-05 16:10:00,FR,2022
464,43.433,0.95,2022-09-05 16:10:00,FR,2022
465,43.417,0.983,2022-09-05 16:10:00,FR,2022
466,48.45,1.75,2022-09-05 16:07:00,FR,2022
467,48.517,1.761,2022-09-05 16:05:00,FR,2022
468,48.417,1.733,2022-09-05 16:00:00,FR,2022
469,48.45,1.767,2022-09-05 16:00:00,FR,2022
470,48.383,1.817,2022-09-05 15:50:00,FR,2022
471,48.35,1.767,2022-09-05 15:48:00,FR,2022
472,48.417,3.383,2022-09-05 15:48:00,FR,2022
473,43.498,0.951,2022-09-05 15:47:00,FR,2022
474,43.5,0.933,2022-09-05 15:45:00,FR,2022
475,43.503,0.939,2022-09-05 15:45:00,FR,2022
476,48.417,3.35,2022-09-05 15:45:00,FR,2022
477,43.517,0.983,2022-09-05 15:45:00,FR,2022
478,48.4,3.3,2022-09-05 15:41:00,FR,2022
479,48.221,1.808,2022-09-05 15:40:00,FR,2022
